"HouseStyle","No_of_Bedrooms","No_of_Bath","Garage_Type","Total_Sqft","Lot_Location","YearBuilt","Year_Remodeled","FirstExterior","SecondExterior","MasonryVeneer_Type","Neighborhood","Overall_Quality","Overall_Condition","Sale_Condition","Actual Price","Predicted Sale Price","MLR Complete"
"1Story",2,2.5,"Attchd",1707,"Corner",1981,1981,"Plywood","Plywood","BrkFace","Timber",8,6,"Normal",228000,241698.51066680532,257202.67188075325
"1.5Fin",2,1.5,"Detchd",1382,"Inside",1941,1950,"MetalSd","MetalSd","None","OldTown",5,6,"Normal",128500,124460.00921434072,147224.58947243658
"1Story",3,1,"Attchd",1656,"Corner",1960,1960,"BrkFace","Plywood","Stone","NAmes",6,5,"Normal",215000,177840.4175754741,199770.9587540389
"2Story",2,2,"Attchd",1767,"Inside",1987,1987,"HdBoard","HdBoard","None","StoneBr",7,7,"Normal",239000,222086.36776500798,248840.6810119974
"1Story",3,1.5,"Attchd",1362,"Inside",1961,1961,"WdShing","Wd Shng","BrkCmn","NAmes",6,5,"Normal",163000,157862.57479611223,152253.76240885071
"1Story",3,2,"Attchd",1651,"Inside",1986,1986,"VinylSd","Plywood","Stone","Timber",6,5,"Normal",184000,185556.46044917687,207091.86936369166
"1Story",4,2,"Attchd",2158,"Corner",1950,2001,"WdShing","Wd Shng","None","Edwards",6,7,"Normal",243000,224004.98474104385,218821.24011913757
"2Story",4,2.5,"Attchd",2060,"Corner",1988,1989,"Plywood","Plywood","BrkFace","ClearCr",6,5,"Normal",211000,209257.6357354317,206338.05463196244
"1.5Fin",4,2,"Attchd",1920,"Inside",1958,1958,"MetalSd","MetalSd","None","Sawyer",5,5,"Normal",172500,158550.38109898404,180359.70020165388
"1Story",1,2,"Attchd",2234,"CulDSac",2008,2009,"VinylSd","VinylSd","Stone","StoneBr",9,5,"Partial",501837,319653.44717711484,359929.1029291535
"1Story",2,1,"Detchd",968,"Inside",1923,2006,"Wd Sdng","Wd Sdng","None","OldTown",5,6,"Normal",100000,130689.32742771576,101519.51693392359
"2Story",3,2.5,"Detchd",1525,"Inside",2000,2000,"MetalSd","MetalSd","BrkFace","Somerst",6,5,"Normal",177000,182433.62520272649,182494.41577449394
"2Story",4,1.5,"Detchd",1802,"Inside",1920,1950,"Stucco","Stucco","None","Crawfor",7,6,"Normal",200100,207901.74441839487,169300.13339654333
"1Story",3,1,"Attchd",1340,"Inside",1957,2006,"Wd Sdng","Wd Sdng","BrkFace","Edwards",5,6,"Normal",120000,153260.2243674904,141552.75547792483
"1.5Fin",3,2.5,"Detchd",2082,"Inside",2003,2003,"VinylSd","VinylSd","None","OldTown",7,5,"Normal",200000,246745.84359970936,267172.89478791435
"1.5Fin",3,1,"Attchd",1252,"Inside",1908,1991,"AsbShng","Plywood","None","BrkSide",5,8,"Normal",127000,140234.29635993947,123593.71086483728
"2.5Fin",4,2.5,"Detchd",3608,"Inside",1892,1993,"Wd Sdng","Wd Sdng","None","OldTown",10,9,"Normal",475000,421148.3732856263,386675.1564341348
"SLvl",3,2,"Attchd",1217,"CulDSac",1990,1991,"HdBoard","HdBoard","None","Mitchel",7,5,"Normal",173000,190765.17160000696,173364.0054652358
"1.5Fin",3,2.5,"Detchd",1656,"Inside",1916,1987,"HdBoard","HdBoard","None","OldTown",5,7,"Normal",135000,154741.0472246301,141927.73637283267
"SFoyer",2,1,"Detchd",1224,"Inside",1979,1979,"Plywood","Plywood","Stone","SawyerW",5,5,"Alloca",153337,132386.15080939993,141806.15286150994
"1Story",0,1.5,"Attchd",1593,"Inside",2001,2002,"CemntBd","CmentBd","None","StoneBr",8,5,"Normal",286000,250846.81268622348,286375.75556793413
"2Story",3,2.5,"Detchd",2727,"Inside",1932,1994,"BrkFace","BrkFace","None","Crawfor",8,8,"Normal",315000,310248.15312629746,291719.4329366486
"2Story",4,1.5,"Attchd",1479,"CulDSac",1972,2004,"HdBoard","HdBoard","BrkFace","NAmes",7,9,"Normal",184000,215975.56948733138,206452.66510321572
"1Story",3,2,"Attchd",1431,"Inside",1999,1999,"VinylSd","VinylSd","None","CollgCr",7,5,"Normal",192000,207849.0120088863,205083.52520458936
"2Story",3,2,"Detchd",1709,"Inside",2004,2004,"VinylSd","VinylSd","Stone","Edwards",7,5,"Normal",130000,227278.7022740125,224520.0809400084
"1Story",3,1,"Detchd",864,"Inside",1972,1972,"HdBoard","HdBoard","None","CollgCr",5,7,"Normal",127000,106956.2784990873,115337.83386543323
"2Story",3,2.5,"Attchd",1456,"FR2",1976,1976,"Plywood","Brk Cmn","None","NPkVill",6,6,"Normal",148500,165948.56619783808,166667.36771633034
"1Story",3,2,"Attchd",1726,"Inside",2007,2007,"CemntBd","CmentBd","Stone","Somerst",7,5,"Partial",311872,229847.48320303916,254702.41077365587
"2Story",4,2,"Detchd",3112,"Corner",1918,1990,"Stucco","Stucco","None","NAmes",8,4,"Abnorml",235000,334210.05602366396,277154.78306341567
"2.5Fin",5,1,"0",2229,"Corner",1912,1950,"Wd Sdng","Wd Sdng","None","OldTown",6,6,"Abnorml",104000,207482.49576835497,181686.22969600186
"1Story",3,2,"Attchd",1713,"Inside",2004,2005,"VinylSd","VinylSd","BrkFace","NridgHt",8,5,"Normal",274900,257013.07072625554,256761.23812661902
"1Story",2,2,"Attchd",1121,"Corner",2003,2004,"VinylSd","VinylSd","None","Edwards",4,5,"Normal",140000,104664.42654177682,133723.52327621053
"1Story",3,2,"Detchd",1279,"Inside",1977,1977,"Plywood","Plywood","None","Mitchel",6,6,"Normal",171500,158373.61788342032,161506.21461602417
"1.5Fin",2,2,"Attchd",1310,"Corner",1924,1950,"MetalSd","MetalSd","None","OldTown",6,6,"Normal",112000,146418.68908378918,151910.29852457973
"1Story",1,1,"Attchd",848,"Inside",2004,2004,"VinylSd","VinylSd","BrkFace","CollgCr",6,5,"Normal",149000,151362.74835803994,164572.87543357303
"1.5Fin",2,1.5,"Detchd",1284,"Inside",1947,1950,"AsbShng","AsbShng","None","OldTown",5,7,"Normal",110000,118513.91270870116,151117.29552316526
"1Story",3,2,"Attchd",1442,"Corner",1990,1990,"HdBoard","HdBoard","None","Gilbert",7,5,"Normal",180500,203904.48537843538,205764.33576397737
"1Story",3,1.5,"Attchd",1696,"CulDSac",1962,1962,"HdBoard","HdBoard","None","Sawyer",5,5,"Normal",143900,149661.0486486855,176236.53135055257
"1Story",3,1,"Attchd",1100,"Inside",1960,1960,"Wd Sdng","Wd Sdng","None","NAmes",4,5,"Normal",141000,86146.9566084916,100457.95283894544
"2Story",3,2.5,"Attchd",2062,"Inside",1988,1989,"Plywood","Plywood","BrkFace","SawyerW",7,5,"Normal",277000,238358.21687650948,243007.32460821746
"1Story",3,1,"Attchd",1092,"Inside",1964,1964,"HdBoard","HdBoard","Stone","NAmes",6,7,"Normal",145000,145669.77905252457,160966.3349513875
"1Story",2,1,"0",864,"Inside",1925,1950,"Stucco","Stucco","None","Edwards",5,6,"Normal",98000,95682.633635576,90984.4568375668
"1Story",3,2,"Attchd",1212,"Corner",2009,2009,"VinylSd","VinylSd","None","Edwards",6,5,"Normal",186000,170706.4583484754,177866.64135319646
"2Story",3,2.5,"Attchd",1852,"Inside",2009,2009,"VinylSd","VinylSd","None","Somerst",7,5,"Partial",252678,235865.34956501942,247828.26207204862
"1Story",3,1,"Attchd",990,"CulDSac",1995,1995,"VinylSd","VinylSd","None","CollgCr",5,5,"Normal",156000,126387.34298702204,136477.90075377608
"2Story",3,1.5,"Attchd",1392,"FR2",1977,1977,"HdBoard","HdBoard","BrkFace","CollgCr",6,7,"Normal",161750,167881.82286647765,172664.989230857
"1Story",2,1,"Attchd",1236,"Inside",1957,1996,"HdBoard","HdBoard","BrkFace","NAmes",5,6,"Normal",134450,141825.697108147,146169.6293200429
"1Story",3,2,"Attchd",1436,"Inside",2004,2004,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",210000,210714.5762940166,205818.31358638871
"2Story",3,1,"Detchd",1328,"Inside",1925,1950,"MetalSd","MetalSd","None","OldTown",4,4,"Family",107000,94856.34812335568,77080.62881567096
"1.5Fin",3,1.5,"Attchd",1954,"Corner",1939,2006,"VinylSd","VinylSd","BrkFace","Crawfor",7,9,"Normal",311500,245820.81200921524,243551.5885064404
"1Story",2,2,"Attchd",1248,"Inside",2005,2006,"VinylSd","VinylSd","BrkFace","Blmngtn",7,5,"Partial",167240,200332.65572162467,200627.73024410824
"1Story",2,2,"Attchd",1498,"Inside",2006,2006,"VinylSd","VinylSd","None","CollgCr",7,5,"Partial",204900,215501.26925641944,229023.57061212277
"2Story",4,2.5,"BuiltIn",2267,"Inside",2002,2002,"VinylSd","VinylSd","None","Gilbert",6,5,"Normal",200000,228478.9469797712,234183.75824934756
"2Story",3,2.5,"Attchd",1552,"Inside",1975,1975,"VinylSd","VinylSd","None","NWAmes",6,6,"Normal",179900,171260.8753923124,174136.85455200612
"1Story",2,1,"Detchd",864,"FR2",1971,1971,"HdBoard","HdBoard","None","NAmes",4,6,"Abnorml",97000,77464.60786340098,88523.67026100773
"1Story",3,2,"Attchd",2392,"Inside",2003,2003,"VinylSd","VinylSd","BrkFace","NridgHt",10,5,"Normal",386250,355144.6127465833,354828.0404462898
"2Story",3,2.5,"Detchd",1302,"Inside",1971,1971,"HdBoard","HdBoard","BrkFace","BrDale",5,5,"Abnorml",112000,125063.27601317066,95303.96013693511
"2Story",4,2.5,"Attchd",2520,"Inside",1995,1995,"VinylSd","VinylSd","BrkFace","NoRidge",7,5,"Abnorml",290000,269221.7472895748,259078.33072108752
"2Story",2,1.5,"Detchd",987,"Inside",1970,1970,"HdBoard","HdBoard","BrkFace","BrDale",6,6,"Normal",106000,139721.60011990197,129100.07087062881
"1Story",3,1,"Detchd",912,"FR2",1967,1967,"HdBoard","HdBoard","None","Sawyer",5,5,"Normal",125000,107306.46028333351,114090.84728905396
"1Story",2,2,"Attchd",1555,"Inside",2005,2006,"VinylSd","VinylSd","BrkFace","Blmngtn",7,5,"Normal",192500,218959.71314235264,222969.60586230922
"1Story",3,1,"Attchd",1194,"Inside",1959,1959,"MetalSd","MetalSd","BrkFace","NAmes",6,6,"Normal",148000,149296.38136028647,152546.68775354954
"2Story",4,2.5,"Attchd",2794,"Inside",1995,1996,"VinylSd","VinylSd","BrkFace","NoRidge",8,5,"Normal",403000,315338.2183593962,317787.83341066097
"2Story",2,1.5,"Attchd",987,"Inside",1972,1972,"HdBoard","HdBoard","BrkFace","BrDale",6,5,"Normal",94500,140746.4769256757,128623.3009424787
"1Story",3,1,"Attchd",894,"Corner",1976,1976,"HdBoard","HdBoard","None","CollgCr",5,6,"Normal",128200,110826.26573481018,122179.70819802163
"2Story",4,2.5,"BuiltIn",1960,"Inside",2002,2002,"VinylSd","VinylSd","0","Gilbert",6,5,"Normal",216500,209851.8895590432,197827.70953400107
"2Story",2,1.5,"Detchd",987,"Inside",1971,1971,"HdBoard","HdBoard","BrkFace","BrDale",6,3,"Normal",89500,140234.03852278885,112172.41820640163
"1Story",3,2,"Attchd",1414,"FR2",2004,2004,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",185500,209379.73830295465,205589.74328664457
"2Story",3,2.5,"Attchd",1744,"CulDSac",1993,2003,"HdBoard","HdBoard","None","SawyerW",7,7,"Normal",194500,226237.8781006668,238592.7191618448
"1Story",3,2,"Attchd",1694,"Inside",2007,2007,"VinylSd","VinylSd","BrkFace","NridgHt",8,5,"Partial",318000,256885.1329033849,261031.94424072606
"1.5Fin",3,1.5,"Detchd",1487,"Inside",1945,1950,"VinylSd","VinylSd","None","Edwards",6,4,"Normal",113000,159810.05913175398,151461.77425370715
"1Story",3,2,"Attchd",1566,"Inside",2008,2008,"VinylSd","VinylSd","Stone","Somerst",8,5,"Normal",262500,249631.24117645682,257184.29160276544
"1Story",2,1,"0",866,"Inside",1945,1997,"VinylSd","VinylSd","None","OldTown",5,9,"Normal",110500,119888.58747953759,131328.607083319
"1.5Fin",3,1,"Attchd",1440,"Corner",1900,1950,"Wd Sdng","Wd Sdng","None","OldTown",5,4,"Normal",79000,130631.11921974318,114143.37855795701
"2Story",3,1.5,"Attchd",1217,"Corner",1980,1980,"Plywood","Plywood","None","SawyerW",6,6,"Normal",120000,158801.1086007819,167883.3882970193
"2Story",3,2.5,"Attchd",2110,"Inside",1994,2002,"VinylSd","VinylSd","None","SawyerW",7,5,"Normal",205000,247932.2899127195,254629.5289213108
"1Story",3,2,"Attchd",1872,"Inside",1988,1988,"Wd Sdng","Wd Sdng","BrkFace","NWAmes",7,5,"Normal",241500,228969.62385250867,236030.80916714552
"2Story",4,2,"Detchd",1928,"Inside",1910,1950,"AsbShng","AsbShng","None","OldTown",6,8,"Normal",137000,183915.5017418019,168390.641930311
"1Story",2,1,"Attchd",1375,"Inside",1954,1954,"Wd Sdng","BrkFace","None","NAmes",6,5,"Normal",140000,157716.2655450435,167253.84671917325
"2Story",3,2.5,"Attchd",1668,"Inside",2003,2003,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",180000,221626.6195860892,210782.0947524649
"1.5Fin",4,2,"Attchd",2144,"CulDSac",1958,2006,"Wd Sdng","HdBoard","BrkCmn","ClearCr",6,7,"Normal",277000,225717.73439752974,218031.139548762
"1Story",3,1,"0",1306,"Inside",1940,1966,"Wd Sdng","Plywood","None","BrkSide",3,2,"Normal",76500,72741.29234568433,61642.5388522225
"1Story",2,2,"Attchd",1625,"Inside",2006,2007,"VinylSd","VinylSd","Stone","Crawfor",8,5,"Family",235000,252698.59556778154,257174.8406514423
"2Story",3,2.5,"Attchd",1640,"Inside",2004,2004,"VinylSd","VinylSd","None","SawyerW",6,5,"Normal",173000,191460.9410402796,201145.23758739606
"SLvl",3,2,"Attchd",1302,"Inside",1964,1991,"HdBoard","HdBoard","BrkFace","NAmes",6,7,"Normal",158000,166943.26796903773,148484.25001803017
"1Story",3,1,"Attchd",1314,"Inside",1957,1957,"MetalSd","MetalSd","None","NAmes",5,6,"Normal",145000,126573.20681841476,144012.96146327117
"2Story",4,2.5,"BuiltIn",2291,"Inside",1999,1999,"VinylSd","VinylSd","BrkFace","Gilbert",7,5,"Normal",230000,257377.0509032503,251176.6188801506
"2Story",3,2.5,"Attchd",1728,"Inside",2003,2003,"VinylSd","VinylSd","None","Somerst",6,5,"Normal",207500,196287.8546016405,208470.1769760591
"1Story",3,2.5,"Attchd",1604,"Inside",2006,2006,"VinylSd","VinylSd","Stone","CollgCr",7,5,"Abnorml",220000,219280.76972984237,208364.53760243417
"2Story",3,2.5,"Attchd",1792,"Inside",2001,2001,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",231500,228125.37509357365,219796.34668626892
"1Story",2,1,"Detchd",882,"Inside",1956,1956,"BrkFace","BrkFace","None","OldTown",5,5,"Normal",97000,99849.40422740248,110558.58191384538
"SLvl",3,1,"Attchd",1382,"Corner",1962,1962,"Wd Sdng","Wd Sdng","BrkFace","NAmes",6,5,"Normal",176000,162240.49394711276,152602.50733559625
"2Story",3,2.5,"BuiltIn",2574,"Inside",2007,2007,"CemntBd","CmentBd","Stone","CollgCr",8,5,"Partial",276000,307626.66088053246,321535.44370919536
"SLvl",3,1,"Attchd",1212,"Corner",1977,1995,"HdBoard","Plywood","BrkFace","Sawyer",6,7,"Normal",151000,168836.30403871927,169223.58097933768
"1.5Fin",3,1,"Detchd",1316,"Corner",1929,2001,"Wd Sdng","Wd Sdng","None","OldTown",5,7,"Normal",130000,149241.8454537157,140479.84651187505
"1Story",2,1,"Detchd",764,"Inside",1925,2004,"Wd Sdng","Wd Sdng","None","OldTown",5,5,"Normal",73000,117286.86197754946,79587.25726565067
"1Story",3,2,"Attchd",1422,"Inside",1981,1981,"MetalSd","MetalSd","BrkFace","NWAmes",6,6,"Normal",175500,169099.81843687044,178978.81557260896
"2Story",3,2.5,"Attchd",1511,"FR2",1997,1997,"VinylSd","VinylSd","None","Gilbert",6,5,"Normal",185000,180046.86763611736,179234.0080663846
"2.5Fin",4,2.5,"Detchd",2192,"Inside",1939,1997,"Wd Sdng","Wd Sdng","None","SWISU",5,8,"Normal",179500,192386.9386720989,190743.383058856
"1Story",2,1,"Detchd",778,"Inside",1940,1955,"VinylSd","VinylSd","None","IDOTRR",5,6,"Normal",120500,93026.82259404098,89425.57208889374
"1Story",3,1.5,"Attchd",1113,"Corner",1976,1976,"HdBoard","HdBoard","BrkFace","Edwards",6,7,"Normal",148000,150441.21175875977,159760.13384280144
"2Story",3,2.5,"Attchd",1939,"Inside",2006,2006,"VinylSd","VinylSd","None","Somerst",8,5,"Partial",266000,268585.9440992668,273604.41109332815
"1Story",2,1,"Attchd",1363,"CulDSac",1954,2005,"Plywood","Plywood","None","ClearCr",7,7,"Normal",241500,212101.76287540354,203022.37310940376
"2Story",4,2.5,"Attchd",2270,"CulDSac",1999,2007,"VinylSd","VinylSd","BrkFace","NoRidge",8,7,"Normal",290000,289181.626822222,291018.45794101874
"1Story",3,2,"Attchd",1632,"Inside",1958,1988,"Wd Sdng","Wd Sdng","BrkCmn","NAmes",6,6,"Normal",139000,185428.52262630622,175555.32186015672
"1Story",2,1,"Attchd",816,"Corner",1982,1982,"HdBoard","ImStucc","None","Mitchel",5,7,"Normal",124500,109168.28872927547,139193.16336374404
"1.5Fin",3,2.5,"Detchd",1548,"Inside",1925,2007,"Wd Sdng","Wd Sdng","None","BrkSide",7,7,"Normal",205000,216395.43870093522,171244.17897305824
"1Story",3,2,"Attchd",1560,"Inside",2003,2003,"VinylSd","VinylSd","None","Mitchel",7,5,"Normal",201000,217725.77020438793,222702.29647098552
"1Story",2,1,"Detchd",864,"Corner",1951,1951,"VinylSd","VinylSd","None","Gilbert",4,5,"Normal",141000,67215.83980566343,80185.07161172223
"1Story",3,2.5,"Attchd",2121,"Inside",2006,2007,"CemntBd","CmentBd","BrkFace","NridgHt",9,5,"Partial",415298,309120.36538828374,313542.0109051957
"2Story",4,2.5,"Attchd",2022,"Inside",1977,1977,"Plywood","Plywood","BrkFace","ClearCr",7,5,"Normal",192000,229781.97787629982,212177.20097246952
"2Story",3,2.5,"Attchd",1982,"Inside",1989,1989,"Plywood","Plywood","BrkFace","SawyerW",7,6,"Normal",228500,233504.26054537517,242806.13177485229
"1Story",2,2,"Attchd",1262,"Inside",2006,2006,"VinylSd","VinylSd","Stone","Somerst",6,5,"Partial",185000,172202.86584677373,201611.395810297
"1Story",2,2,"Attchd",1314,"Inside",2007,2008,"VinylSd","VinylSd","Stone","NridgHt",7,5,"Normal",207500,205362.04650058423,220724.9543098237
"1Story",3,2,"Attchd",1468,"Inside",2008,2009,"VinylSd","VinylSd","Stone","Somerst",8,5,"Partial",244600,244197.58307370415,252625.60347439442
"1Story",2,2,"Attchd",1575,"Inside",1992,1992,"Plywood","ImStucc","None","SawyerW",6,5,"Normal",179200,184019.83235192052,209997.937775129
"2Story",2,2.5,"Detchd",1250,"Inside",2006,2007,"MetalSd","MetalSd","None","Somerst",7,5,"Partial",164700,198314.4513674598,200834.29258336523
"1.5Fin",3,1.5,"Attchd",1734,"Inside",1962,1981,"Wd Sdng","Wd Sdng","None","NAmes",6,7,"Normal",159000,190682.23979362444,210395.4476906408
"1Story",3,1,"0",858,"Corner",1971,1971,"HdBoard","HdBoard","None","NAmes",4,4,"Normal",88000,77100.5611385659,89189.05926742824
"1Story",3,1,"Detchd",900,"Inside",1967,1967,"MetalSd","MetalSd","BrkFace","Sawyer",5,5,"Normal",122000,106578.36683366336,107452.69632017985
"2Story",3,1,"Detchd",1396,"Inside",1915,2003,"Wd Sdng","Wd Sdng","None","BrkSide",6,7,"Normal",153575,184099.91082342324,132115.7421491898
"2Story",3,2.5,"Attchd",1919,"Inside",2006,2006,"VinylSd","VinylSd","None","CollgCr",8,5,"Partial",233230,267372.4550164832,262099.46993321413
"2Story",6,2,"0",1716,"Inside",1912,2000,"VinylSd","VinylSd","None","SWISU",5,6,"Normal",135900,167695.20537584033,107217.03327433206
"1.5Fin",3,1.5,"Attchd",1716,"Inside",1949,2008,"Wd Sdng","Wd Sdng","None","Edwards",5,4,"Normal",131000,174446.70426426543,160136.12367941928
"2Story",3,2.5,"Attchd",2263,"Corner",1977,1994,"Plywood","Plywood","BrkFace","NWAmes",7,7,"Normal",235000,253115.97417291888,264144.6805330408
"1Story",3,1,"Attchd",1644,"Inside",1953,1953,"HdBoard","HdBoard","Stone","NAmes",6,5,"Normal",167000,173525.2553055958,187735.61707843328
"SLvl",3,1,"Detchd",1003,"CulDSac",1984,1984,"HdBoard","HdBoard","None","Mitchel",6,6,"Normal",142500,150518.52069187516,142618.26916739414
"1.5Fin",4,1.5,"Attchd",1558,"Inside",1950,1950,"Wd Sdng","Wd Sdng","None","IDOTRR",5,5,"Normal",152000,135138.71314283623,141730.4005035432
"2Story",3,2.5,"Detchd",1950,"Inside",1997,1998,"VinylSd","VinylSd","BrkFace","Somerst",7,5,"Normal",239000,236174.62363890331,236147.18391229492
"2Story",3,2,"Attchd",1743,"Inside",1968,1968,"HdBoard","AsphShn","BrkFace","NWAmes",6,6,"Normal",175000,181914.61897801756,187147.70282866363
"1Story",3,1,"Attchd",1152,"Inside",1950,2004,"HdBoard","HdBoard","None","Crawfor",6,8,"Family",158500,169807.7824163504,153891.34696368733
"1Story",2,1,"Attchd",1336,"Corner",1953,1953,"MetalSd","MetalSd","BrkFace","Crawfor",5,5,"Normal",157000,125858.29119792918,142453.90191770718
"2Story",4,2.5,"BuiltIn",2452,"Inside",1998,1999,"VinylSd","VinylSd","None","CollgCr",8,5,"Normal",267000,296124.87025245756,286390.744245155
"1Story",3,2,"Attchd",1541,"Corner",2001,2002,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",205000,216060.51717285663,215805.38963333773
"1Story",3,1,"Attchd",894,"Corner",1972,1972,"VinylSd","VinylSd","None","CollgCr",5,7,"Abnorml",149900,108776.51212326267,108918.18164213677
"2.5Fin",3,3,"Attchd",3493,"Inside",1880,2002,"CemntBd","CmentBd","None","OldTown",7,9,"Normal",295000,329193.0683218742,317080.2686808626
"1Story",3,2,"Attchd",2000,"Inside",2004,2005,"CemntBd","CmentBd","Stone","CollgCr",8,5,"Normal",305900,274426.63906419993,282896.04856428877
"2Story",4,2.5,"Attchd",2243,"Inside",1990,1991,"HdBoard","Plywood","BrkFace","SawyerW",7,5,"Normal",225000,250365.1698814747,252074.38061503135
"1.5Fin",3,1,"0",1406,"Inside",1920,1950,"MetalSd","MetalSd","None","IDOTRR",6,7,"Normal",89500,157547.42001181055,158283.77616721042
"1Story",1,1,"Detchd",861,"Inside",1940,1950,"VinylSd","VinylSd","None","Edwards",4,5,"Normal",82500,66521.37804035902,77708.26769698784
"1Story",3,2,"Attchd",1944,"Inside",2003,2004,"VinylSd","VinylSd","None","NridgHt",9,5,"Normal",360000,299495.6634623185,299690.0475579866
"2Story",3,2.5,"Attchd",1501,"Inside",1993,1994,"HdBoard","HdBoard","BrkFace","Gilbert",6,5,"Normal",165600,177902.80788606493,171755.0741966609
"1Story",2,1,"Detchd",972,"Inside",1948,2002,"VinylSd","VinylSd","None","NAmes",6,6,"Normal",132000,157861.50386552443,136722.735582351
"1.5Fin",3,1,"Detchd",1118,"Inside",1939,1950,"MetalSd","MetalSd","None","OldTown",5,7,"Normal",119900,111093.9449869275,125353.63232047716
"1Story",3,2,"Attchd",2036,"Inside",1965,1965,"BrkFace","BrkFace","None","Timber",7,5,"Normal",375000,227134.15106493587,244111.2461636716
"2Story",3,1.5,"Detchd",1641,"Inside",1925,1990,"Wd Sdng","Wd Sdng","None","OldTown",7,7,"Normal",178000,218630.6934174621,182921.05937269935
"2Story",3,2.5,"Attchd",1432,"Inside",2004,2005,"VinylSd","VinylSd","None","Gilbert",7,5,"Normal",188500,208332.32521501667,196860.64614290884
"2Story",4,2.5,"Attchd",2353,"Corner",1980,1980,"CemntBd","CmentBd","BrkFace","NWAmes",7,7,"Normal",260000,251402.5374050287,264531.93825999484
